,RQ,DLWZ1,DLWZ2,XQ,ZGQW,ZDQW,TQ,FS,ORG_NO
19700101,2022-11-18,泉州,石狮,周五,27,19,多云,东北风4级,3540508
19700101,2022-11-19,泉州,石狮,周六,28,20,晴~多云,东北风4级,3540508
19700101,2022-11-20,泉州,石狮,周日,27,19,多云~晴,东北风4级,3540508
19700101,2022-11-21,泉州,石狮,周一,26,20,多云,东北风5级,3540508
19700101,2022-11-22,泉州,石狮,周二,22,20,中雨,东北风3级,3540508
19700101,2022-11-23,泉州,石狮,周三,20,18,小雨~中雨,东北风4级,3540508
19700101,2022-11-24,泉州,石狮,周四,20,18,中雨,东北风4级,3540508
19700101,2022-11-25,泉州,石狮,周五,19,18,小雨,东北风3级,3540508
19700101,2022-11-26,泉州,石狮,周六,23,19,阴~小雨,东北风3级,3540508
19700101,2022-11-27,泉州,石狮,周日,22,20,多云~小雨,东北风3级,3540508
19700101,2022-11-28,泉州,石狮,周一,23,22,雾~阴,西南风2级,3540508
19700101,2022-11-29,泉州,石狮,周二,29,16,雾~小雨,西南风3级,3540508
19700101,2022-11-30,泉州,石狮,周三,16,13,多云~阴,东北风7级,3540508
19700101,2022-12-01,泉州,石狮,周四,16,13,多云~阴,东北风6级,3540508
19700101,2022-12-02,泉州,石狮,周五,16,15,多云~阴,东北风5级,3540508
19700101,2022-12-03,泉州,石狮,周六,23,17,多云,东北风4级,3540508
19700101,2022-12-04,泉州,石狮,周日,18,15,多云~阴,东北风5级,3540508
19700101,2022-12-05,泉州,石狮,周一,16,13,多云~阴,东北风5级,3540508
19700101,2022-12-06,泉州,石狮,周二,16,14,多云,东北风6级,3540508
19700101,2022-12-07,泉州,石狮,周三,19,16,多云,东北风5级,3540508
19700101,2022-12-08,泉州,石狮,周四,20,15,多云,东北风4级,3540508
19700101,2022-12-09,泉州,石狮,周五,22,15,晴~多云,东北风4级,3540508
19700101,2022-12-10,泉州,石狮,周六,20,15,多云~阴,东北风4级,3540508
19700101,2022-12-11,泉州,石狮,周日,18,13,阴,东北风6级,3540508
19700101,2022-11-01,泉州,安溪,周二,22,18,小雨~中雨,北风2级,3540510
19700101,2022-11-02,泉州,安溪,周三,22,17,小雨~阴,东北风2级,3540510
19700101,2022-11-03,泉州,安溪,周四,20,19,小雨,东北风1级,3540510
19700101,2022-11-04,泉州,安溪,周五,19,17,小雨~阴,东风1级,3540510
19700101,2022-11-05,泉州,安溪,周六,21,17,多云,东北风1级,3540510
19700101,2022-11-06,泉州,安溪,周日,24,17,多云~阴,东北风1级,3540510
19700101,2022-11-07,泉州,安溪,周一,20,18,小雨~多云,东北风1级,3540510
19700101,2022-11-08,泉州,安溪,周二,24,19,小雨~阴,东北风1级,3540510
19700101,2022-11-09,泉州,安溪,周三,30,20,多云,东北风1级,3540510
19700101,2022-11-10,泉州,安溪,周四,31,20,多云,东北风1级,3540510
19700101,2022-11-11,泉州,安溪,周五,31,20,晴~多云,东风1级,3540510
19700101,2022-11-12,泉州,安溪,周六,32,20,晴,西北风1级,3540510
19700101,2022-11-13,泉州,安溪,周日,32,21,晴~阴,东风1级,3540510
19700101,2022-11-14,泉州,安溪,周一,26,20,多云,东南风1级,3540510
19700101,2022-11-15,泉州,安溪,周二,26,20,阴~小雨,东北风1级,3540510
19700101,2022-11-16,泉州,安溪,周三,21,18,多云,东南风1级,3540510
19700101,2022-11-17,泉州,安溪,周四,30,21,晴~多云,北风1级,3540510
19700101,2022-11-18,泉州,安溪,周五,28,19,雾~晴,东南风1级,3540510
19700101,2022-11-19,泉州,安溪,周六,30,20,多云,东北风1级,3540510
19700101,2022-11-20,泉州,安溪,周日,29,19,多云~晴,东北风1级,3540510
19700101,2022-11-21,泉州,安溪,周一,28,20,多云~小雨,东风1级,3540510
19700101,2022-11-22,泉州,安溪,周二,22,20,中雨~小雨,东风1级,3540510
19700101,2022-11-23,泉州,安溪,周三,22,18,中雨~小雨,东北风1级,3540510
19700101,2022-11-24,泉州,安溪,周四,19,18,中雨,东南风1级,3540510
19700101,2022-11-25,泉州,安溪,周五,20,18,中雨~小雨,东北风1级,3540510
19700101,2022-11-26,泉州,安溪,周六,25,18,多云~小雨,东北风1级,3540510
19700101,2022-11-27,泉州,安溪,周日,22,20,多云~小雨,东南风1级,3540510
19700101,2022-11-28,泉州,安溪,周一,24,23,多云~阴,南风1级,3540510
19700101,2022-11-29,泉州,安溪,周二,30,16,雾~小雨,西南风1级,3540510
19700101,2022-11-30,泉州,安溪,周三,15,13,小雨~阴,东风2级,3540510
19700101,2022-12-01,泉州,安溪,周四,16,14,多云~小雨,东北风2级,3540510
19700101,2022-12-02,泉州,安溪,周五,17,11,阵雨~小雨,北风2级,3540510
19700101,2022-12-03,泉州,安溪,周六,24,16,多云,东北风1级,3540510
19700101,2022-12-04,泉州,安溪,周日,23,15,多云~阴,北风1级,3540510
19700101,2022-12-05,泉州,安溪,周一,19,13,多云~阴,西北风2级,3540510
19700101,2022-12-06,泉州,安溪,周二,17,13,多云,东北风1级,3540510
19700101,2022-12-07,泉州,安溪,周三,20,14,多云,东北风1级,3540510
19700101,2022-12-08,泉州,安溪,周四,20,14,多云,东北风1级,3540510
19700101,2022-12-09,泉州,安溪,周五,25,14,晴,西北风2级,3540510
19700101,2022-12-10,泉州,安溪,周六,22,15,多云~阴,北风2级,3540510
19700101,2022-11-01,泉州,崇武,周二,22,19,多云~中雨,东北风6级,3540516
19700101,2022-11-02,泉州,崇武,周三,21,19,多云~阴,东北风5级,3540516
19700101,2022-11-03,泉州,崇武,周四,22,20,多云~阴,东北风4级,3540516
19700101,2022-11-04,泉州,崇武,周五,20,17,多云~阴,东北风5级,3540516
19700101,2022-11-05,泉州,崇武,周六,21,17,多云,东北风5级,3540516
19700101,2022-11-06,泉州,崇武,周日,23,17,多云~阴,东北风4级,3540516
19700101,2022-11-07,泉州,崇武,周一,22,19,多云,东北风4级,3540516
19700101,2022-11-08,泉州,崇武,周二,23,19,多云~小雨,东北风4级,3540516
19700101,2022-11-09,泉州,崇武,周三,27,21,多云,东北风3级,3540516
19700101,2022-11-10,泉州,崇武,周四,28,22,多云~阴,东北风3级,3540516
19700101,2022-11-11,泉州,崇武,周五,29,21,多云,东北风3级,3540516
19700101,2022-11-12,泉州,崇武,周六,29,20,多云~晴,东北风2级,3540516
19700101,2022-11-13,泉州,崇武,周日,27,19,多云~阴,东北风3级,3540516
19700101,2022-11-14,泉州,崇武,周一,26,19,多云,东北风4级,3540516
19700101,2022-11-15,泉州,崇武,周二,26,19,多云~阴,东北风3级,3540516
19700101,2022-11-16,泉州,崇武,周三,21,18,多云,东北风4级,3540516
19700101,2022-11-17,泉州,崇武,周四,27,20,晴~多云,东北风2级,3540516
19700101,2022-11-18,泉州,崇武,周五,27,19,多云,东北风3级,3540516
19700101,2022-11-19,泉州,崇武,周六,28,20,晴~多云,东北风3级,3540516
19700101,2022-11-20,泉州,崇武,周日,27,19,多云~晴,东北风3级,3540516
19700101,2022-11-21,泉州,崇武,周一,26,20,多云,东北风4级,3540516
19700101,2022-11-22,泉州,崇武,周二,22,20,中雨,东北风2级,3540516
19700101,2022-11-23,泉州,崇武,周三,20,18,小雨~中雨,东北风3级,3540516
19700101,2022-11-24,泉州,崇武,周四,20,18,中雨,东北风4级,3540516
19700101,2022-11-25,泉州,崇武,周五,19,18,小雨,东北风2级,3540516
19700101,2022-11-26,泉州,崇武,周六,23,19,多云~小雨,东北风3级,3540516
19700101,2022-11-27,泉州,崇武,周日,22,20,多云~小雨,东北风3级,3540516
19700101,2022-11-28,泉州,崇武,周一,23,22,多云~阴,西南风2级,3540516
19700101,2022-11-29,泉州,崇武,周二,29,16,多云~小雨,西南风3级,3540516
19700101,2022-11-30,泉州,崇武,周三,16,13,多云~阴,东北风6级,3540516
19700101,2022-12-01,泉州,崇武,周四,16,13,多云~阴,东北风5级,3540516
19700101,2022-12-02,泉州,崇武,周五,16,15,多云~阴,东北风4级,3540516
19700101,2022-12-03,泉州,崇武,周六,23,17,多云,东北风3级,3540516
19700101,2022-12-04,泉州,崇武,周日,18,15,多云~阴,东北风4级,3540516
19700101,2022-12-05,泉州,崇武,周一,16,13,多云~阴,东北风5级,3540516
19700101,2022-12-06,泉州,崇武,周二,16,14,多云,东北风5级,3540516
19700101,2022-12-07,泉州,崇武,周三,19,16,多云,东北风4级,3540516
19700101,2022-12-08,泉州,崇武,周四,20,15,多云,东北风4级,3540516
19700101,2022-12-09,泉州,崇武,周五,22,15,晴~多云,东北风3级,3540516
19700101,2022-12-10,泉州,崇武,周六,20,15,多云~阴,东北风3级,3540516
19700101,2022-11-01,泉州,德化,周二,17,14,小雨,东北风2级,3540512
19700101,2022-11-02,泉州,德化,周三,17,13,小雨~阴,东北风2级,3540512
19700101,2022-11-03,泉州,德化,周四,18,16,小雨,东北风1级,3540512
19700101,2022-11-04,泉州,德化,周五,16,13,小雨~阴,东北风1级,3540512
19700101,2022-11-05,泉州,德化,周六,16,12,多云~小雨,东北风1级,3540512
19700101,2022-11-06,泉州,德化,周日,18,13,多云~阴,东北风1级,3540512
19700101,2022-11-07,泉州,德化,周一,19,14,多云~阴,东北风1级,3540512
19700101,2022-11-08,泉州,德化,周二,24,15,多云~阴,东北风1级,3540512
19700101,2022-11-09,泉州,德化,周三,25,16,多云,东北风1级,3540512
19700101,2022-11-10,泉州,德化,周四,27,17,多云,东北风1级,3540512
19700101,2022-11-11,泉州,德化,周五,28,16,多云,东北风1级,3540512
19700101,2022-11-12,泉州,德化,周六,29,16,多云~晴,西北风1级,3540512
19700101,2022-11-13,泉州,德化,周日,29,16,晴~阴,东风1级,3540512
19700101,2022-11-14,泉州,德化,周一,21,16,多云~小雨,东风1级,3540512
19700101,2022-11-15,泉州,德化,周二,20,16,小雨,东北风1级,3540512
19700101,2022-11-16,泉州,德化,周三,16,15,小雨~阴,东风1级,3540512
19700101,2022-11-17,泉州,德化,周四,25,17,雾~阴,西北风1级,3540512
19700101,2022-11-18,泉州,德化,周五,25,16,多云,东北风1级,3540512
19700101,2022-11-19,泉州,德化,周六,26,17,多云~阴,西北风1级,3540512
19700101,2022-11-20,泉州,德化,周日,23,16,多云,东北风1级,3540512
19700101,2022-11-21,泉州,德化,周一,24,16,多云~小雨,东风1级,3540512
19700101,2022-11-22,泉州,德化,周二,18,16,中雨~小雨,东风1级,3540512
19700101,2022-11-23,泉州,德化,周三,19,15,中雨~小雨,东北风1级,3540512
19700101,2022-11-24,泉州,德化,周四,16,15,中雨~大雨,东风1级,3540512
19700101,2022-11-25,泉州,德化,周五,16,15,大雨~小雨,东南风1级,3540512
19700101,2022-11-26,泉州,德化,周六,22,14,多云~小雨,东北风1级,3540512
19700101,2022-11-27,泉州,德化,周日,19,17,多云~阴,东南风2级,3540512
19700101,2022-11-28,泉州,德化,周一,22,19,雾~阴,南风2级,3540512
19700101,2022-11-29,泉州,德化,周二,27,12,雾~小雨,西南风1级,3540512
19700101,2022-11-30,泉州,德化,周三,13,9,小雨,东北风2级,3540512
19700101,2022-12-01,泉州,德化,周四,10,8,多云~小雨,东北风2级,3540512
19700101,2022-12-02,泉州,德化,周五,12,7,小雨,东北风1级,3540512
19700101,2022-12-03,泉州,德化,周六,20,12,雾~多云,东北风1级,3540512
19700101,2022-12-04,泉州,德化,周日,18,10,雾~小雨,北风1级,3540512
19700101,2022-12-05,泉州,德化,周一,15,9,多云~阴,西北风2级,3540512
19700101,2022-12-06,泉州,德化,周二,12,9,多云,东北风1级,3540512
19700101,2022-12-07,泉州,德化,周三,15,10,多云,东北风1级,3540512
19700101,2022-12-08,泉州,德化,周四,17,9,晴~多云,北风1级,3540512
19700101,2022-12-09,泉州,德化,周五,19,10,多云,北风2级,3540512
19700101,2022-12-10,泉州,德化,周六,19,11,多云~阴,北风2级,3540512
19700101,2022-11-01,泉州,丰泽,周二,22,19,阴~中雨,东北风5级,3540514
19700101,2022-11-02,泉州,丰泽,周三,21,19,多云~阴,东北风4级,3540514
19700101,2022-11-03,泉州,丰泽,周四,22,20,阴,东北风3级,3540514
19700101,2022-11-04,泉州,丰泽,周五,20,17,阴,东北风4级,3540514
19700101,2022-11-05,泉州,丰泽,周六,21,17,多云,东北风4级,3540514
19700101,2022-11-06,泉州,丰泽,周日,23,17,多云~阴,东北风4级,3540514
19700101,2022-11-07,泉州,丰泽,周一,22,19,多云,东北风3级,3540514
19700101,2022-11-08,泉州,丰泽,周二,23,19,多云~小雨,东北风3级,3540514
19700101,2022-11-09,泉州,丰泽,周三,27,21,多云,东北风3级,3540514
19700101,2022-11-10,泉州,丰泽,周四,28,22,多云~阴,东北风2级,3540514
19700101,2022-11-11,泉州,丰泽,周五,29,21,多云,东北风3级,3540514
19700101,2022-11-12,泉州,丰泽,周六,29,20,雾~晴,东北风2级,3540514
19700101,2022-11-13,泉州,丰泽,周日,27,19,雾~阴,东北风3级,3540514
19700101,2022-11-14,泉州,丰泽,周一,26,19,多云,东北风3级,3540514
19700101,2022-11-15,泉州,丰泽,周二,26,19,多云~阴,东北风2级,3540514
19700101,2022-11-16,泉州,丰泽,周三,21,18,多云,东北风3级,3540514
19700101,2022-11-17,泉州,丰泽,周四,27,20,晴~多云,东风1级,3540514
19700101,2022-11-18,泉州,丰泽,周五,27,19,多云,东北风3级,3540514
19700101,2022-11-19,泉州,丰泽,周六,28,20,晴~多云,东北风2级,3540514
19700101,2022-11-20,泉州,丰泽,周日,27,19,雾~晴,东北风3级,3540514
19700101,2022-11-21,泉州,丰泽,周一,26,20,多云,东北风3级,3540514
19700101,2022-11-22,泉州,丰泽,周二,22,20,中雨,东北风2级,3540514
19700101,2022-11-23,泉州,丰泽,周三,20,18,小雨~中雨,东北风3级,3540514
19700101,2022-11-24,泉州,丰泽,周四,20,18,中雨,东北风3级,3540514
19700101,2022-11-25,泉州,丰泽,周五,19,18,小雨,东北风2级,3540514
19700101,2022-11-26,泉州,丰泽,周六,23,19,多云~小雨,东北风2级,3540514
19700101,2022-11-27,泉州,丰泽,周日,22,20,多云~小雨,东北风2级,3540514
19700101,2022-11-28,泉州,丰泽,周一,23,22,雾~阴,西南风2级,3540514
19700101,2022-11-29,泉州,丰泽,周二,29,16,雾~小雨,西南风2级,3540514
19700101,2022-11-30,泉州,丰泽,周三,16,13,阴,东北风5级,3540514
19700101,2022-12-01,泉州,丰泽,周四,16,13,多云~阴,东北风4级,3540514
19700101,2022-12-02,泉州,丰泽,周五,16,15,多云~阴,东北风3级,3540514
19700101,2022-12-03,泉州,丰泽,周六,23,17,多云,东北风2级,3540514
19700101,2022-12-04,泉州,丰泽,周日,18,15,雾~阴,东北风3级,3540514
19700101,2022-12-05,泉州,丰泽,周一,16,13,阴,东北风3级,3540514
19700101,2022-12-06,泉州,丰泽,周二,16,14,多云,东北风4级,3540514
19700101,2022-12-07,泉州,丰泽,周三,19,16,多云,东北风3级,3540514
19700101,2022-12-08,泉州,丰泽,周四,20,15,多云,东北风3级,3540514
19700101,2022-12-09,泉州,丰泽,周五,22,15,晴~多云,东北风3级,3540514
19700101,2022-12-10,泉州,丰泽,周六,20,15,多云~阴,东北风2级,3540514
19700101,2022-12-11,泉州,丰泽,周日,18,13,阴,东北风4级,3540514
19700101,2022-11-01,泉州,惠安,周二,22,19,多云~中雨,东北风6级,3540509
19700101,2022-11-02,泉州,惠安,周三,21,19,多云~阴,东北风5级,3540509
19700101,2022-11-03,泉州,惠安,周四,22,20,多云~阴,东北风4级,3540509
19700101,2022-11-04,泉州,惠安,周五,20,17,多云~阴,东北风5级,3540509
19700101,2022-11-05,泉州,惠安,周六,21,17,多云,东北风5级,3540509
19700101,2022-11-06,泉州,惠安,周日,23,17,多云~阴,东北风4级,3540509
19700101,2022-11-07,泉州,惠安,周一,22,19,多云,东北风4级,3540509
19700101,2022-11-08,泉州,惠安,周二,23,19,多云~小雨,东北风4级,3540509
19700101,2022-11-09,泉州,惠安,周三,27,21,多云,东北风3级,3540509
19700101,2022-11-10,泉州,惠安,周四,28,22,多云~阴,东北风3级,3540509
19700101,2022-11-11,泉州,惠安,周五,29,21,多云,东北风3级,3540509
19700101,2022-11-12,泉州,惠安,周六,29,20,多云~晴,东北风2级,3540509
19700101,2022-11-13,泉州,惠安,周日,27,19,多云~阴,东北风3级,3540509
19700101,2022-11-14,泉州,惠安,周一,26,19,多云,东北风4级,3540509
19700101,2022-11-15,泉州,惠安,周二,26,19,多云~阴,东北风3级,3540509
19700101,2022-11-16,泉州,惠安,周三,21,18,多云,东北风4级,3540509
19700101,2022-11-17,泉州,惠安,周四,27,20,晴~多云,东北风2级,3540509
19700101,2022-11-18,泉州,惠安,周五,27,19,多云,东北风3级,3540509
19700101,2022-11-19,泉州,惠安,周六,28,20,晴~多云,东北风3级,3540509
19700101,2022-11-20,泉州,惠安,周日,27,19,多云~晴,东北风3级,3540509
19700101,2022-11-21,泉州,惠安,周一,26,20,多云,东北风4级,3540509
19700101,2022-11-22,泉州,惠安,周二,22,20,中雨,东北风2级,3540509
19700101,2022-11-23,泉州,惠安,周三,20,18,小雨~中雨,东北风3级,3540509
19700101,2022-11-24,泉州,惠安,周四,20,18,中雨,东北风4级,3540509
19700101,2022-11-25,泉州,惠安,周五,19,18,小雨,东北风2级,3540509
19700101,2022-11-26,泉州,惠安,周六,23,19,多云~小雨,东北风3级,3540509
19700101,2022-11-27,泉州,惠安,周日,22,20,多云~小雨,东北风3级,3540509
19700101,2022-11-28,泉州,惠安,周一,23,22,多云~阴,西南风2级,3540509
19700101,2022-11-29,泉州,惠安,周二,29,16,多云~小雨,西南风3级,3540509
19700101,2022-11-30,泉州,惠安,周三,16,13,多云~阴,东北风6级,3540509
19700101,2022-12-01,泉州,惠安,周四,16,13,多云~阴,东北风5级,3540509
19700101,2022-12-02,泉州,惠安,周五,16,15,多云~阴,东北风4级,3540509
19700101,2022-12-03,泉州,惠安,周六,23,17,多云,东北风3级,3540509
19700101,2022-12-04,泉州,惠安,周日,18,15,多云~阴,东北风4级,3540509
19700101,2022-12-05,泉州,惠安,周一,16,13,多云~阴,东北风5级,3540509
19700101,2022-12-06,泉州,惠安,周二,16,14,多云,东北风5级,3540509
19700101,2022-12-07,泉州,惠安,周三,19,16,多云,东北风4级,3540509
19700101,2022-12-08,泉州,惠安,周四,20,15,多云,东北风4级,3540509
19700101,2022-12-09,泉州,惠安,周五,22,15,晴~多云,东北风3级,3540509
19700101,2022-12-10,泉州,惠安,周六,20,15,多云~阴,东北风3级,3540509
19700101,2022-12-11,泉州,惠安,周日,18,13,阴,东北风6级,3540509
19700101,2022-11-01,泉州,晋江,周二,22,18,小雨~中雨,东北风5级,3540507
19700101,2022-11-02,泉州,晋江,周三,22,18,小雨~阴,东北风5级,3540507
19700101,2022-11-03,泉州,晋江,周四,20,19,小雨~阴,东北风4级,3540507
19700101,2022-11-04,泉州,晋江,周五,19,18,小雨~阴,东北风5级,3540507
19700101,2022-11-05,泉州,晋江,周六,22,17,多云,东北风5级,3540507
19700101,2022-11-06,泉州,晋江,周日,25,17,多云~阴,东北风5级,3540507
19700101,2022-11-07,泉州,晋江,周一,22,19,多云,东北风3级,3540507
19700101,2022-11-08,泉州,晋江,周二,24,19,多云~小雨,东北风4级,3540507
19700101,2022-11-09,泉州,晋江,周三,29,21,多云,东北风3级,3540507
19700101,2022-11-10,泉州,晋江,周四,31,22,晴~阴,东北风3级,3540507
19700101,2022-11-11,泉州,晋江,周五,32,21,晴~多云,东北风3级,3540507
19700101,2022-11-12,泉州,晋江,周六,32,20,雾~晴,东北风2级,3540507
19700101,2022-11-13,泉州,晋江,周日,32,19,雾~阴,东北风3级,3540507
19700101,2022-11-14,泉州,晋江,周一,27,19,多云,东北风4级,3540507
19700101,2022-11-15,泉州,晋江,周二,26,19,多云~阴,东北风3级,3540507
19700101,2022-11-16,泉州,晋江,周三,21,18,多云,东北风4级,3540507
19700101,2022-11-17,泉州,晋江,周四,30,20,晴~多云,东风2级,3540507
19700101,2022-11-18,泉州,晋江,周五,28,19,多云,东北风3级,3540507
19700101,2022-11-19,泉州,晋江,周六,30,20,晴~多云,东北风3级,3540507
19700101,2022-11-20,泉州,晋江,周日,29,20,雾~晴,东北风3级,3540507
19700101,2022-11-21,泉州,晋江,周一,28,20,多云,东北风4级,3540507
19700101,2022-11-22,泉州,晋江,周二,21,20,大雨~中雨,东北风2级,3540507
19700101,2022-11-23,泉州,晋江,周三,21,17,小雨~中雨,东北风3级,3540507
19700101,2022-11-24,泉州,晋江,周四,19,18,中雨~小雨,东北风3级,3540507
19700101,2022-11-25,泉州,晋江,周五,19,18,中雨~小雨,东北风3级,3540507
19700101,2022-11-26,泉州,晋江,周六,27,19,多云~小雨,东北风3级,3540507
19700101,2022-11-27,泉州,晋江,周日,22,20,多云~小雨,东北风2级,3540507
19700101,2022-11-28,泉州,晋江,周一,24,22,雾~阴,西南风2级,3540507
19700101,2022-11-29,泉州,晋江,周二,31,16,雾~小雨,西南风3级,3540507
19700101,2022-11-30,泉州,晋江,周三,15,13,小雨~阴,东北风6级,3540507
19700101,2022-12-01,泉州,晋江,周四,15,14,多云~阴,东北风4级,3540507
19700101,2022-12-02,泉州,晋江,周五,17,12,阴,东北风4级,3540507
19700101,2022-12-03,泉州,晋江,周六,24,18,多云,东北风3级,3540507
19700101,2022-12-04,泉州,晋江,周日,23,15,雾~阴,东北风4级,3540507
19700101,2022-12-05,泉州,晋江,周一,19,13,小雨~阴,东北风4级,3540507
19700101,2022-12-06,泉州,晋江,周二,17,14,多云,东北风5级,3540507
19700101,2022-12-07,泉州,晋江,周三,20,16,多云,东北风4级,3540507
19700101,2022-12-08,泉州,晋江,周四,20,14,多云,东北风4级,3540507
19700101,2022-12-09,泉州,晋江,周五,24,15,晴~多云,东北风3级,3540507
19700101,2022-12-10,泉州,晋江,周六,21,15,多云~阴,东北风3级,3540507
19700101,2022-12-11,泉州,晋江,周日,18,13,阴,东北风5级,3540507
19700101,2022-11-01,泉州,金门,周二,23,19,多云~小雨,东北风7级,3540515
19700101,2022-11-02,泉州,金门,周三,21,19,多云~阴,东北风6级,3540515
19700101,2022-11-03,泉州,金门,周四,21,20,小雨~阴,东北风4级,3540515
19700101,2022-11-04,泉州,金门,周五,21,18,多云~阴,东北风6级,3540515
19700101,2022-11-05,泉州,金门,周六,22,17,多云,东北风6级,3540515
19700101,2022-11-06,泉州,金门,周日,23,18,多云~小雨,东北风5级,3540515
19700101,2022-11-07,泉州,金门,周一,23,19,小雨~多云,东北风4级,3540515
19700101,2022-11-08,泉州,金门,周二,23,19,多云,东北风5级,3540515
19700101,2022-11-09,泉州,金门,周三,28,20,多云,东北风4级,3540515
19700101,2022-11-10,泉州,金门,周四,28,22,多云,东北风3级,3540515
19700101,2022-11-11,泉州,金门,周五,29,21,晴~多云,东北风3级,3540515
19700101,2022-11-12,泉州,金门,周六,29,21,晴,东北风2级,3540515
19700101,2022-11-13,泉州,金门,周日,28,20,晴~多云,东北风3级,3540515
19700101,2022-11-14,泉州,金门,周一,26,20,多云,东北风5级,3540515
19700101,2022-11-15,泉州,金门,周二,26,20,多云~阴,东北风4级,3540515
19700101,2022-11-16,泉州,金门,周三,22,19,多云,东北风5级,3540515
19700101,2022-11-17,泉州,金门,周四,26,20,晴~多云,东风2级,3540515
19700101,2022-11-18,泉州,金门,周五,27,20,晴,东北风4级,3540515
19700101,2022-11-19,泉州,金门,周六,27,20,晴,东北风3级,3540515
19700101,2022-11-20,泉州,金门,周日,27,20,多云,东北风4级,3540515
19700101,2022-11-21,泉州,金门,周一,26,21,多云,东北风4级,3540515
19700101,2022-11-22,泉州,金门,周二,23,21,小雨~中雨,东北风2级,3540515
19700101,2022-11-23,泉州,金门,周三,21,19,小雨,东北风4级,3540515
19700101,2022-11-24,泉州,金门,周四,20,18,大雨~小雨,东北风5级,3540515
19700101,2022-11-25,泉州,金门,周五,21,18,小雨,东北风3级,3540515
19700101,2022-11-26,泉州,金门,周六,24,19,阴,东北风3级,3540515
19700101,2022-11-27,泉州,金门,周日,23,21,多云~阴,东北风3级,3540515
19700101,2022-11-28,泉州,金门,周一,23,21,多云~阴,西南风2级,3540515
19700101,2022-11-29,泉州,金门,周二,30,16,晴~阴,西南风2级,3540515
19700101,2022-11-30,泉州,金门,周三,17,14,多云~阴,东北风7级,3540515
19700101,2022-12-01,泉州,金门,周四,17,14,多云~阴,东北风6级,3540515
19700101,2022-12-02,泉州,金门,周五,16,14,多云~阴,东北风5级,3540515
19700101,2022-12-03,泉州,金门,周六,23,18,多云,东北风4级,3540515
19700101,2022-12-04,泉州,金门,周日,22,17,多云,东北风5级,3540515
19700101,2022-12-05,泉州,金门,周一,18,15,多云~阴,东北风5级,3540515
19700101,2022-12-06,泉州,金门,周二,17,15,多云,东北风6级,3540515
19700101,2022-12-07,泉州,金门,周三,20,15,多云,东北风5级,3540515
19700101,2022-12-08,泉州,金门,周四,21,15,晴,东北风4级,3540515
19700101,2022-12-09,泉州,金门,周五,24,14,多云~晴,东北风3级,3540515
19700101,2022-12-10,泉州,金门,周六,21,15,多云~阴,东北风3级,3540515
19700101,2022-12-11,泉州,金门,周日,20,14,多云~阴,东北风6级,3540515
19700101,2022-11-01,泉州,鲤城,周二,22,19,阴~中雨,东北风5级,3540513
19700101,2022-11-02,泉州,鲤城,周三,21,19,多云~阴,东北风4级,3540513
19700101,2022-11-03,泉州,鲤城,周四,22,20,阴,东北风3级,3540513
19700101,2022-11-04,泉州,鲤城,周五,20,17,阴,东北风4级,3540513
19700101,2022-11-05,泉州,鲤城,周六,21,17,多云,东北风4级,3540513
19700101,2022-11-06,泉州,鲤城,周日,23,17,多云~阴,东北风3级,3540513
19700101,2022-11-07,泉州,鲤城,周一,22,19,多云,东北风3级,3540513
19700101,2022-11-08,泉州,鲤城,周二,23,19,多云~小雨,东北风3级,3540513
19700101,2022-11-09,泉州,鲤城,周三,27,21,多云,东北风3级,3540513
19700101,2022-11-10,泉州,鲤城,周四,28,22,多云~阴,东北风2级,3540513
19700101,2022-11-11,泉州,鲤城,周五,29,21,多云,东北风2级,3540513
19700101,2022-11-12,泉州,鲤城,周六,29,20,雾~晴,东北风2级,3540513
19700101,2022-11-13,泉州,鲤城,周日,27,19,雾~阴,东北风3级,3540513
19700101,2022-11-14,泉州,鲤城,周一,26,19,多云,东北风3级,3540513
19700101,2022-11-15,泉州,鲤城,周二,26,19,多云~阴,东北风2级,3540513
19700101,2022-11-16,泉州,鲤城,周三,21,18,多云,东北风3级,3540513
19700101,2022-11-17,泉州,鲤城,周四,27,20,晴~多云,东南风1级,3540513
19700101,2022-11-18,泉州,鲤城,周五,27,19,多云,东北风3级,3540513
19700101,2022-11-19,泉州,鲤城,周六,28,20,晴~多云,东北风2级,3540513
19700101,2022-11-20,泉州,鲤城,周日,27,19,雾~晴,东北风3级,3540513
19700101,2022-11-21,泉州,鲤城,周一,26,20,多云,东北风3级,3540513
19700101,2022-11-22,泉州,鲤城,周二,22,20,中雨,北风1级,3540513
19700101,2022-11-23,泉州,鲤城,周三,20,18,小雨~中雨,东北风3级,3540513
19700101,2022-11-24,泉州,鲤城,周四,20,18,中雨,东北风3级,3540513
19700101,2022-11-25,泉州,鲤城,周五,19,18,小雨,东北风2级,3540513
19700101,2022-11-26,泉州,鲤城,周六,23,19,多云~小雨,东北风2级,3540513
19700101,2022-11-27,泉州,鲤城,周日,22,20,多云~小雨,东北风2级,3540513
19700101,2022-11-28,泉州,鲤城,周一,23,22,雾~阴,西南风2级,3540513
19700101,2022-11-29,泉州,鲤城,周二,29,16,雾~小雨,西南风2级,3540513
19700101,2022-11-30,泉州,鲤城,周三,16,13,阴,东北风5级,3540513
19700101,2022-12-01,泉州,鲤城,周四,16,13,多云~阴,东北风4级,3540513
