RQ,DLWZ1,DLWZ2,NL,YCZGQW,YCZDQW,TQYC,FSYC,JR,CREATETIME,ORG_NO,RQ
20221228,泉州,惠安,十二月初六,16,11,,,,20221211,3540509,20221228
20221229,泉州,惠安,十二月初七,16,11,,,,20221211,3540509,20221229
20221230,泉州,惠安,十二月初八,16,11,,,,20221211,3540509,20221230
20221231,泉州,惠安,十二月初九,16,10,,,,20221211,3540509,20221231
20230101,泉州,惠安,十二月初十,15,10,,,,20221211,3540509,20230101
20230102,泉州,惠安,十二月十一,15,10,,,,20221211,3540509,20230102
20230103,泉州,惠安,十二月十二,16,10,,,,20221211,3540509,20230103
20230104,泉州,惠安,十二月十三,16,10,,,,20221211,3540509,20230104
20230105,泉州,惠安,十二月十四,15,10,,,,20221211,3540509,20230105
20230106,泉州,惠安,十二月十五,15,10,,,,20221211,3540509,20230106
20230107,泉州,惠安,十二月十六,15,10,,,,20221211,3540509,20230107
20230108,泉州,惠安,十二月十七,15,10,,,,20221211,3540509,20230108
20230109,泉州,惠安,十二月十八,15,10,,,,20221211,3540509,20230109
20230110,泉州,惠安,十二月十九,15,10,,,,20221211,3540509,20230110
20230111,泉州,惠安,十二月二十,15,9,,,,20221211,3540509,20230111
20230112,泉州,惠安,十二月廿一,15,9,,,,20221211,3540509,20230112
20230113,泉州,惠安,十二月廿二,15,10,,,,20221211,3540509,20230113
20230114,泉州,惠安,十二月廿三,16,10,,,小年,20221211,3540509,20230114
20230115,泉州,惠安,十二月廿四,16,10,,,,20221211,3540509,20230115
20230116,泉州,惠安,十二月廿五,16,10,,,,20221211,3540509,20230116
20230117,泉州,惠安,十二月廿六,15,10,,,,20221211,3540509,20230117
20230118,泉州,惠安,十二月廿七,15,10,,,,20221211,3540509,20230118
20230119,泉州,惠安,十二月廿八,16,10,,,,20221211,3540509,20230119
20221211,泉州,晋江,十一月十八,17,12,小雨转阴,东北风3-4级,,20221211,3540507,20221211
20221212,泉州,晋江,十一月十九,18,12,多云,东北风3-4级,,20221211,3540507,20221212
20221213,泉州,晋江,十一月二十,15,11,阴转小雨,东北风3-4级转北风3-4级,,20221211,3540507,20221213
20221214,泉州,晋江,十一月廿一,12,10,小雨,北风3-4级转微风,,20221211,3540507,20221214
20221215,泉州,晋江,十一月廿二,15,13,小雨转中雨,微风,,20221211,3540507,20221215
20221216,泉州,晋江,十一月廿三,17,11,阴,微风,,20221211,3540507,20221216
20221217,泉州,晋江,十一月廿四,12,5,多云转晴,北风3-4级转微风,,20221211,3540507,20221217
20221218,泉州,晋江,十一月廿五,13,8,阴,东北风5-6级转北风3-4级,,20221211,3540507,20221218
20221219,泉州,晋江,十一月廿六,18,11,阴,东北风3-4级转微风,,20221211,3540507,20221219
20221220,泉州,晋江,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540507,20221220
20221221,泉州,晋江,十一月廿八,17,10,多云,东北风4-5级转东北风3-4级,,20221211,3540507,20221221
20221222,泉州,晋江,十一月廿九,18,11,多云,东北风3-4级转微风,,20221211,3540507,20221222
20221223,泉州,晋江,十二月初一,20,13,晴,微风,,20221211,3540507,20221223
20221224,泉州,晋江,十二月初二,21,14,晴转多云,微风,,20221211,3540507,20221224
20221225,泉州,晋江,十二月初三,22,13,晴转阴,东北风4-5级转东北风5-6级,,20221211,3540507,20221225
20221226,泉州,晋江,十二月初四,17,12,,,,20221211,3540507,20221226
20221227,泉州,晋江,十二月初五,17,11,,,,20221211,3540507,20221227
20221228,泉州,晋江,十二月初六,17,11,,,,20221211,3540507,20221228
20221229,泉州,晋江,十二月初七,18,11,,,,20221211,3540507,20221229
20221230,泉州,晋江,十二月初八,18,11,,,,20221211,3540507,20221230
20221231,泉州,晋江,十二月初九,17,11,,,,20221211,3540507,20221231
20230101,泉州,晋江,十二月初十,17,10,,,,20221211,3540507,20230101
20230102,泉州,晋江,十二月十一,16,10,,,,20221211,3540507,20230102
20230103,泉州,晋江,十二月十二,17,11,,,,20221211,3540507,20230103
20230104,泉州,晋江,十二月十三,17,11,,,,20221211,3540507,20230104
20230105,泉州,晋江,十二月十四,17,11,,,,20221211,3540507,20230105
20230106,泉州,晋江,十二月十五,17,10,,,,20221211,3540507,20230106
20230107,泉州,晋江,十二月十六,17,10,,,,20221211,3540507,20230107
20230108,泉州,晋江,十二月十七,17,10,,,,20221211,3540507,20230108
20230109,泉州,晋江,十二月十八,17,10,,,,20221211,3540507,20230109
20230110,泉州,晋江,十二月十九,17,10,,,,20221211,3540507,20230110
20230111,泉州,晋江,十二月二十,17,10,,,,20221211,3540507,20230111
20230112,泉州,晋江,十二月廿一,17,10,,,,20221211,3540507,20230112
20230113,泉州,晋江,十二月廿二,17,10,,,,20221211,3540507,20230113
20230114,泉州,晋江,十二月廿三,17,11,,,小年,20221211,3540507,20230114
20230115,泉州,晋江,十二月廿四,17,11,,,,20221211,3540507,20230115
20230116,泉州,晋江,十二月廿五,17,11,,,,20221211,3540507,20230116
20230117,泉州,晋江,十二月廿六,17,11,,,,20221211,3540507,20230117
20230118,泉州,晋江,十二月廿七,17,11,,,,20221211,3540507,20230118
20230119,泉州,晋江,十二月廿八,17,11,,,,20221211,3540507,20230119
20221211,泉州,石狮,十一月十八,17,13,多云转阴,东北风4-5级,,20221211,3540508,20221211
20221212,泉州,石狮,十一月十九,19,12,多云转晴,东北风3-4级转东北风4-5级,,20221211,3540508,20221212
20221213,泉州,石狮,十一月二十,15,11,阴转小雨,东北风4-5级转北风4-5级,,20221211,3540508,20221213
20221214,泉州,石狮,十一月廿一,12,11,小雨,北风3-4级转北风4-5级,,20221211,3540508,20221214
20221215,泉州,石狮,十一月廿二,16,13,小雨转中雨,微风,,20221211,3540508,20221215
20221216,泉州,石狮,十一月廿三,18,11,阴,东北风3-4级转东北风4-5级,,20221211,3540508,20221216
20221217,泉州,石狮,十一月廿四,13,4,多云转晴,微风,,20221211,3540508,20221217
20221218,泉州,石狮,十一月廿五,14,8,阴,东北风4-5级转北风3-4级,,20221211,3540508,20221218
20221219,泉州,石狮,十一月廿六,18,11,阴,东北风3-4级转微风,,20221211,3540508,20221219
20221220,泉州,石狮,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540508,20221220
20221221,泉州,石狮,十一月廿八,17,9,多云,东北风4-5级转北风3-4级,,20221211,3540508,20221221
20221222,泉州,石狮,十一月廿九,18,11,多云,东北风3-4级转微风,,20221211,3540508,20221222
20221223,泉州,石狮,十二月初一,20,13,晴,微风,,20221211,3540508,20221223
20221224,泉州,石狮,十二月初二,21,14,晴转多云,微风,,20221211,3540508,20221224
20221225,泉州,石狮,十二月初三,23,13,晴转阴,东北风4-5级,,20221211,3540508,20221225
20221226,泉州,石狮,十二月初四,16,11,,,,20221211,3540508,20221226
20221227,泉州,石狮,十二月初五,16,11,,,,20221211,3540508,20221227
20221228,泉州,石狮,十二月初六,16,11,,,,20221211,3540508,20221228
20221229,泉州,石狮,十二月初七,16,11,,,,20221211,3540508,20221229
20221230,泉州,石狮,十二月初八,16,11,,,,20221211,3540508,20221230
20221231,泉州,石狮,十二月初九,16,10,,,,20221211,3540508,20221231
20230101,泉州,石狮,十二月初十,15,10,,,,20221211,3540508,20230101
20230102,泉州,石狮,十二月十一,15,10,,,,20221211,3540508,20230102
20230103,泉州,石狮,十二月十二,16,10,,,,20221211,3540508,20230103
20230104,泉州,石狮,十二月十三,16,10,,,,20221211,3540508,20230104
20230105,泉州,石狮,十二月十四,15,10,,,,20221211,3540508,20230105
20230106,泉州,石狮,十二月十五,15,10,,,,20221211,3540508,20230106
20230107,泉州,石狮,十二月十六,15,10,,,,20221211,3540508,20230107
20230108,泉州,石狮,十二月十七,15,10,,,,20221211,3540508,20230108
20230109,泉州,石狮,十二月十八,15,10,,,,20221211,3540508,20230109
20230110,泉州,石狮,十二月十九,15,10,,,,20221211,3540508,20230110
20230111,泉州,石狮,十二月二十,15,9,,,,20221211,3540508,20230111
20230112,泉州,石狮,十二月廿一,15,9,,,,20221211,3540508,20230112
20230113,泉州,石狮,十二月廿二,15,10,,,,20221211,3540508,20230113
20230114,泉州,石狮,十二月廿三,16,10,,,小年,20221211,3540508,20230114
20230115,泉州,石狮,十二月廿四,16,10,,,,20221211,3540508,20230115
20230116,泉州,石狮,十二月廿五,16,10,,,,20221211,3540508,20230116
20230117,泉州,石狮,十二月廿六,15,10,,,,20221211,3540508,20230117
20230118,泉州,石狮,十二月廿七,15,10,,,,20221211,3540508,20230118
20230119,泉州,石狮,十二月廿八,16,10,,,,20221211,3540508,20230119
20221211,泉州,鲤城,十一月十八,17,13,多云转阴,东北风4-5级,,20221211,3540513,20221211
20221212,泉州,鲤城,十一月十九,19,12,多云转晴,东北风3-4级转东北风4-5级,,20221211,3540513,20221212
20221213,泉州,鲤城,十一月二十,15,11,阴转小雨,东北风4-5级转北风4-5级,,20221211,3540513,20221213
20221214,泉州,鲤城,十一月廿一,12,11,小雨,北风3-4级转北风4-5级,,20221211,3540513,20221214
20221215,泉州,鲤城,十一月廿二,16,13,小雨转中雨,微风,,20221211,3540513,20221215
20221216,泉州,鲤城,十一月廿三,18,11,阴,东北风3-4级转东北风4-5级,,20221211,3540513,20221216
20221217,泉州,鲤城,十一月廿四,13,4,多云转晴,微风,,20221211,3540513,20221217
20221218,泉州,鲤城,十一月廿五,14,8,阴,东北风4-5级转北风3-4级,,20221211,3540513,20221218
20221219,泉州,鲤城,十一月廿六,18,11,阴,东北风3-4级转微风,,20221211,3540513,20221219
20221220,泉州,鲤城,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540513,20221220
20221221,泉州,鲤城,十一月廿八,17,9,多云,东北风4-5级转北风3-4级,,20221211,3540513,20221221
20221222,泉州,鲤城,十一月廿九,18,11,多云,东北风3-4级转微风,,20221211,3540513,20221222
20221223,泉州,鲤城,十二月初一,20,13,晴,微风,,20221211,3540513,20221223
20221224,泉州,鲤城,十二月初二,21,14,晴转多云,微风,,20221211,3540513,20221224
20221225,泉州,鲤城,十二月初三,23,13,晴转阴,东北风4-5级,,20221211,3540513,20221225
20221226,泉州,鲤城,十二月初四,16,11,,,,20221211,3540513,20221226
20221227,泉州,鲤城,十二月初五,16,11,,,,20221211,3540513,20221227
20221228,泉州,鲤城,十二月初六,16,11,,,,20221211,3540513,20221228
20221229,泉州,鲤城,十二月初七,16,11,,,,20221211,3540513,20221229
20221230,泉州,鲤城,十二月初八,16,11,,,,20221211,3540513,20221230
20221231,泉州,鲤城,十二月初九,16,10,,,,20221211,3540513,20221231
20230101,泉州,鲤城,十二月初十,15,10,,,,20221211,3540513,20230101
20230102,泉州,鲤城,十二月十一,15,10,,,,20221211,3540513,20230102
20230103,泉州,鲤城,十二月十二,16,10,,,,20221211,3540513,20230103
20230104,泉州,鲤城,十二月十三,16,10,,,,20221211,3540513,20230104
20230105,泉州,鲤城,十二月十四,15,10,,,,20221211,3540513,20230105
20230106,泉州,鲤城,十二月十五,15,10,,,,20221211,3540513,20230106
20230107,泉州,鲤城,十二月十六,15,10,,,,20221211,3540513,20230107
20230108,泉州,鲤城,十二月十七,15,10,,,,20221211,3540513,20230108
20230109,泉州,鲤城,十二月十八,15,10,,,,20221211,3540513,20230109
20230110,泉州,鲤城,十二月十九,15,10,,,,20221211,3540513,20230110
20230111,泉州,鲤城,十二月二十,15,9,,,,20221211,3540513,20230111
20230112,泉州,鲤城,十二月廿一,15,9,,,,20221211,3540513,20230112
20230113,泉州,鲤城,十二月廿二,15,10,,,,20221211,3540513,20230113
20230114,泉州,鲤城,十二月廿三,16,10,,,小年,20221211,3540513,20230114
20230115,泉州,鲤城,十二月廿四,16,10,,,,20221211,3540513,20230115
20230116,泉州,鲤城,十二月廿五,16,10,,,,20221211,3540513,20230116
20230117,泉州,鲤城,十二月廿六,15,10,,,,20221211,3540513,20230117
20230118,泉州,鲤城,十二月廿七,15,10,,,,20221211,3540513,20230118
20230119,泉州,鲤城,十二月廿八,16,10,,,,20221211,3540513,20230119
20221211,泉州,丰泽,十一月十八,17,13,多云转阴,东北风4-5级,,20221211,3540514,20221211
20221212,泉州,丰泽,十一月十九,19,12,多云转晴,东北风3-4级转东北风4-5级,,20221211,3540514,20221212
20221213,泉州,丰泽,十一月二十,15,11,阴转小雨,东北风4-5级转北风4-5级,,20221211,3540514,20221213
20221214,泉州,丰泽,十一月廿一,12,11,小雨,北风3-4级转北风4-5级,,20221211,3540514,20221214
20221215,泉州,丰泽,十一月廿二,16,13,小雨转中雨,微风,,20221211,3540514,20221215
20221216,泉州,丰泽,十一月廿三,18,11,阴,东北风3-4级转东北风4-5级,,20221211,3540514,20221216
20221217,泉州,丰泽,十一月廿四,13,4,多云转晴,微风,,20221211,3540514,20221217
20221218,泉州,丰泽,十一月廿五,14,8,阴,东北风4-5级转北风3-4级,,20221211,3540514,20221218
20221219,泉州,丰泽,十一月廿六,18,11,阴,东北风3-4级转微风,,20221211,3540514,20221219
20221220,泉州,丰泽,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540514,20221220
20221221,泉州,丰泽,十一月廿八,17,9,多云,东北风4-5级转北风3-4级,,20221211,3540514,20221221
20221222,泉州,丰泽,十一月廿九,18,11,多云,东北风3-4级转微风,,20221211,3540514,20221222
20221223,泉州,丰泽,十二月初一,20,13,晴,微风,,20221211,3540514,20221223
20221224,泉州,丰泽,十二月初二,21,14,晴转多云,微风,,20221211,3540514,20221224
20221225,泉州,丰泽,十二月初三,23,13,晴转阴,东北风4-5级,,20221211,3540514,20221225
20221226,泉州,丰泽,十二月初四,16,11,,,,20221211,3540514,20221226
20221227,泉州,丰泽,十二月初五,16,11,,,,20221211,3540514,20221227
20221228,泉州,丰泽,十二月初六,16,11,,,,20221211,3540514,20221228
20221229,泉州,丰泽,十二月初七,16,11,,,,20221211,3540514,20221229
20221230,泉州,丰泽,十二月初八,16,11,,,,20221211,3540514,20221230
20221231,泉州,丰泽,十二月初九,16,10,,,,20221211,3540514,20221231
20230101,泉州,丰泽,十二月初十,15,10,,,,20221211,3540514,20230101
20230102,泉州,丰泽,十二月十一,15,10,,,,20221211,3540514,20230102
20230103,泉州,丰泽,十二月十二,16,10,,,,20221211,3540514,20230103
20230104,泉州,丰泽,十二月十三,16,10,,,,20221211,3540514,20230104
20230105,泉州,丰泽,十二月十四,15,10,,,,20221211,3540514,20230105
20230106,泉州,丰泽,十二月十五,15,10,,,,20221211,3540514,20230106
20230107,泉州,丰泽,十二月十六,15,10,,,,20221211,3540514,20230107
20230108,泉州,丰泽,十二月十七,15,10,,,,20221211,3540514,20230108
20230109,泉州,丰泽,十二月十八,15,10,,,,20221211,3540514,20230109
20230110,泉州,丰泽,十二月十九,15,10,,,,20221211,3540514,20230110
20230111,泉州,丰泽,十二月二十,15,9,,,,20221211,3540514,20230111
20230112,泉州,丰泽,十二月廿一,15,9,,,,20221211,3540514,20230112
20230113,泉州,丰泽,十二月廿二,15,10,,,,20221211,3540514,20230113
20230114,泉州,丰泽,十二月廿三,16,10,,,小年,20221211,3540514,20230114
20230115,泉州,丰泽,十二月廿四,16,10,,,,20221211,3540514,20230115
20230116,泉州,丰泽,十二月廿五,16,10,,,,20221211,3540514,20230116
20230117,泉州,丰泽,十二月廿六,15,10,,,,20221211,3540514,20230117
20230118,泉州,丰泽,十二月廿七,15,10,,,,20221211,3540514,20230118
20230119,泉州,丰泽,十二月廿八,16,10,,,,20221211,3540514,20230119
20221211,泉州,洛江,十一月十八,17,13,多云转阴,东北风4-5级,,20221211,3540503,20221211
20221212,泉州,洛江,十一月十九,19,12,多云转晴,东北风3-4级转东北风4-5级,,20221211,3540503,20221212
20221213,泉州,洛江,十一月二十,15,11,阴转小雨,东北风4-5级转北风4-5级,,20221211,3540503,20221213
20221214,泉州,洛江,十一月廿一,12,11,小雨,北风3-4级转北风4-5级,,20221211,3540503,20221214
20221215,泉州,洛江,十一月廿二,16,13,小雨转中雨,微风,,20221211,3540503,20221215
20221216,泉州,洛江,十一月廿三,18,11,阴,东北风3-4级转东北风4-5级,,20221211,3540503,20221216
20221217,泉州,洛江,十一月廿四,13,4,多云转晴,微风,,20221211,3540503,20221217
20221218,泉州,洛江,十一月廿五,14,8,阴,东北风4-5级转北风3-4级,,20221211,3540503,20221218
20221219,泉州,洛江,十一月廿六,18,11,阴,东北风3-4级转微风,,20221211,3540503,20221219
20221220,泉州,洛江,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540503,20221220
20221221,泉州,洛江,十一月廿八,17,9,多云,东北风4-5级转北风3-4级,,20221211,3540503,20221221
20221222,泉州,洛江,十一月廿九,18,11,多云,东北风3-4级转微风,,20221211,3540503,20221222
20221223,泉州,洛江,十二月初一,20,13,晴,微风,,20221211,3540503,20221223
20221224,泉州,洛江,十二月初二,21,14,晴转多云,微风,,20221211,3540503,20221224
20221225,泉州,洛江,十二月初三,23,13,晴转阴,东北风4-5级,,20221211,3540503,20221225
20221226,泉州,洛江,十二月初四,16,11,,,,20221211,3540503,20221226
20221227,泉州,洛江,十二月初五,16,11,,,,20221211,3540503,20221227
20221228,泉州,洛江,十二月初六,16,11,,,,20221211,3540503,20221228
20221229,泉州,洛江,十二月初七,16,11,,,,20221211,3540503,20221229
20221230,泉州,洛江,十二月初八,16,11,,,,20221211,3540503,20221230
20221231,泉州,洛江,十二月初九,16,10,,,,20221211,3540503,20221231
20230101,泉州,洛江,十二月初十,15,10,,,,20221211,3540503,20230101
20230102,泉州,洛江,十二月十一,15,10,,,,20221211,3540503,20230102
20230103,泉州,洛江,十二月十二,16,10,,,,20221211,3540503,20230103
20230104,泉州,洛江,十二月十三,16,10,,,,20221211,3540503,20230104
20230105,泉州,洛江,十二月十四,15,10,,,,20221211,3540503,20230105
20230106,泉州,洛江,十二月十五,15,10,,,,20221211,3540503,20230106
20230107,泉州,洛江,十二月十六,15,10,,,,20221211,3540503,20230107
20230108,泉州,洛江,十二月十七,15,10,,,,20221211,3540503,20230108
20230109,泉州,洛江,十二月十八,15,10,,,,20221211,3540503,20230109
20230110,泉州,洛江,十二月十九,15,10,,,,20221211,3540503,20230110
20230111,泉州,洛江,十二月二十,15,9,,,,20221211,3540503,20230111
20230112,泉州,洛江,十二月廿一,15,9,,,,20221211,3540503,20230112
20230113,泉州,洛江,十二月廿二,15,10,,,,20221211,3540503,20230113
20230114,泉州,洛江,十二月廿三,16,10,,,小年,20221211,3540503,20230114
20230115,泉州,洛江,十二月廿四,16,10,,,,20221211,3540503,20230115
20230116,泉州,洛江,十二月廿五,16,10,,,,20221211,3540503,20230116
20230117,泉州,洛江,十二月廿六,15,10,,,,20221211,3540503,20230117
20230118,泉州,洛江,十二月廿七,15,10,,,,20221211,3540503,20230118
20230119,泉州,洛江,十二月廿八,16,10,,,,20221211,3540503,20230119
20221211,泉州,泉港,十一月十八,17,13,多云转阴,东北风4-5级,,20221211,3540502,20221211
20221212,泉州,泉港,十一月十九,19,12,多云转晴,东北风3-4级转东北风4-5级,,20221211,3540502,20221212
20221213,泉州,泉港,十一月二十,15,11,阴转小雨,东北风4-5级转北风4-5级,,20221211,3540502,20221213
20221214,泉州,泉港,十一月廿一,12,11,小雨,北风3-4级转北风4-5级,,20221211,3540502,20221214
20221215,泉州,泉港,十一月廿二,16,13,小雨转中雨,微风,,20221211,3540502,20221215
20221216,泉州,泉港,十一月廿三,18,11,阴,东北风3-4级转东北风4-5级,,20221211,3540502,20221216
20221217,泉州,泉港,十一月廿四,13,4,多云转晴,微风,,20221211,3540502,20221217
20221218,泉州,泉港,十一月廿五,14,8,阴,东北风4-5级转北风3-4级,,20221211,3540502,20221218
20221219,泉州,泉港,十一月廿六,18,11,阴,东北风3-4级转微风,,20221211,3540502,20221219
20221220,泉州,泉港,十一月廿七,22,14,阴,东北风4-5级,,20221211,3540502,20221220
20221221,泉州,泉港,十一月廿八,17,9,多云,东北风4-5级转北风3-4级,,20221211,3540502,20221221
20221222,泉州,泉港,十一月廿九,18,11,多云,东北风3-4级转微风,,20221211,3540502,20221222
20221223,泉州,泉港,十二月初一,20,13,晴,微风,,20221211,3540502,20221223
20221224,泉州,泉港,十二月初二,21,14,晴转多云,微风,,20221211,3540502,20221224
20221225,泉州,泉港,十二月初三,23,13,晴转阴,东北风4-5级,,20221211,3540502,20221225
20221226,泉州,泉港,十二月初四,16,11,,,,20221211,3540502,20221226
20221227,泉州,泉港,十二月初五,16,11,,,,20221211,3540502,20221227
20221228,泉州,泉港,十二月初六,16,11,,,,20221211,3540502,20221228
20221229,泉州,泉港,十二月初七,16,11,,,,20221211,3540502,20221229
20221230,泉州,泉港,十二月初八,16,11,,,,20221211,3540502,20221230
20221231,泉州,泉港,十二月初九,16,10,,,,20221211,3540502,20221231
20230101,泉州,泉港,十二月初十,15,10,,,,20221211,3540502,20230101
20230102,泉州,泉港,十二月十一,15,10,,,,20221211,3540502,20230102
20230103,泉州,泉港,十二月十二,16,10,,,,20221211,3540502,20230103
20230104,泉州,泉港,十二月十三,16,10,,,,20221211,3540502,20230104
20230105,泉州,泉港,十二月十四,15,10,,,,20221211,3540502,20230105
20230106,泉州,泉港,十二月十五,15,10,,,,20221211,3540502,20230106
20230107,泉州,泉港,十二月十六,15,10,,,,20221211,3540502,20230107
20230108,泉州,泉港,十二月十七,15,10,,,,20221211,3540502,20230108
20230109,泉州,泉港,十二月十八,15,10,,,,20221211,3540502,20230109
20230110,泉州,泉港,十二月十九,15,10,,,,20221211,3540502,20230110
20230111,泉州,泉港,十二月二十,15,9,,,,20221211,3540502,20230111
20230112,泉州,泉港,十二月廿一,15,9,,,,20221211,3540502,20230112
20230113,泉州,泉港,十二月廿二,15,10,,,,20221211,3540502,20230113
20230114,泉州,泉港,十二月廿三,16,10,,,小年,20221211,3540502,20230114
20230115,泉州,泉港,十二月廿四,16,10,,,,20221211,3540502,20230115
20230116,泉州,泉港,十二月廿五,16,10,,,,20221211,3540502,20230116
20230117,泉州,泉港,十二月廿六,15,10,,,,20221211,3540502,20230117
20230118,泉州,泉港,十二月廿七,15,10,,,,20221211,3540502,20230118
20230119,泉州,泉港,十二月廿八,16,10,,,,20221211,3540502,20230119
20221211,漳州,漳州,十一月十八,19,13,阴转多云,微风,,20221211,35406,20221211
20221212,漳州,漳州,十一月十九,19,12,多云转晴,微风,,20221211,35406,20221212
20221213,漳州,漳州,十一月二十,18,13,阴转小雨,微风,,20221211,35406,20221213
20221214,漳州,漳州,十一月廿一,13,12,小雨,微风,,20221211,35406,20221214
20221215,漳州,漳州,十一月廿二,17,13,小雨,微风,,20221211,35406,20221215
20221216,漳州,漳州,十一月廿三,18,10,阴,微风,,20221211,35406,20221216
20221217,漳州,漳州,十一月廿四,14,2,多云转晴,微风,,20221211,35406,20221217
20221218,漳州,漳州,十一月廿五,16,6,晴转多云,微风,,20221211,35406,20221218
20221219,漳州,漳州,十一月廿六,21,9,阴转多云,微风,,20221211,35406,20221219
20221220,漳州,漳州,十一月廿七,24,11,阴转多云,微风,,20221211,35406,20221220
20221221,漳州,漳州,十一月廿八,21,9,阴转多云,微风,,20221211,35406,20221221
20221222,漳州,漳州,十一月廿九,21,10,多云转晴,微风,,20221211,35406,20221222
20221223,漳州,漳州,十二月初一,23,12,晴转多云,微风,,20221211,35406,20221223
20221224,漳州,漳州,十二月初二,26,14,晴,微风,,20221211,35406,20221224
20221225,漳州,漳州,十二月初三,26,12,阴转多云,微风,,20221211,35406,20221225
20221226,漳州,漳州,十二月初四,19,13,,,,20221211,35406,20221226
20221227,漳州,漳州,十二月初五,19,12,,,,20221211,35406,20221227
20221228,漳州,漳州,十二月初六,19,12,,,,20221211,35406,20221228
20221229,漳州,漳州,十二月初七,20,12,,,,20221211,35406,20221229
20221230,漳州,漳州,十二月初八,20,12,,,,20221211,35406,20221230
20221231,漳州,漳州,十二月初九,19,12,,,,20221211,35406,20221231
20230101,漳州,漳州,十二月初十,19,11,,,,20221211,35406,20230101
20230102,漳州,漳州,十二月十一,19,11,,,,20221211,35406,20230102
20230103,漳州,漳州,十二月十二,19,12,,,,20221211,35406,20230103
20230104,漳州,漳州,十二月十三,19,12,,,,20221211,35406,20230104
20230105,漳州,漳州,十二月十四,19,12,,,,20221211,35406,20230105
20230106,漳州,漳州,十二月十五,19,12,,,,20221211,35406,20230106
20230107,漳州,漳州,十二月十六,19,12,,,,20221211,35406,20230107
20230108,漳州,漳州,十二月十七,19,11,,,,20221211,35406,20230108
20230109,漳州,漳州,十二月十八,19,11,,,,20221211,35406,20230109
20230110,漳州,漳州,十二月十九,19,11,,,,20221211,35406,20230110
20230111,漳州,漳州,十二月二十,19,11,,,,20221211,35406,20230111
20230112,漳州,漳州,十二月廿一,19,11,,,,20221211,35406,20230112
20230113,漳州,漳州,十二月廿二,19,12,,,,20221211,35406,20230113
20230114,漳州,漳州,十二月廿三,20,12,,,小年,20221211,35406,20230114
20230115,漳州,漳州,十二月廿四,19,12,,,,20221211,35406,20230115
20230116,漳州,漳州,十二月廿五,19,12,,,,20221211,35406,20230116
20230117,漳州,漳州,十二月廿六,19,12,,,,20221211,35406,20230117
20230118,漳州,漳州,十二月廿七,19,12,,,,20221211,35406,20230118
20230119,漳州,漳州,十二月廿八,19,12,,,,20221211,35406,20230119
20221211,漳州,长泰,十一月十八,19,14,阴转多云,微风,,20221211,3540604,20221211
20221212,漳州,长泰,十一月十九,19,12,多云转晴,微风,,20221211,3540604,20221212
20221213,漳州,长泰,十一月二十,19,13,阴转小雨,微风,,20221211,3540604,20221213
20221214,漳州,长泰,十一月廿一,14,12,小雨,微风,,20221211,3540604,20221214
20221215,漳州,长泰,十一月廿二,17,14,小雨,微风,,20221211,3540604,20221215
20221216,漳州,长泰,十一月廿三,19,11,阴,微风,,20221211,3540604,20221216
20221217,漳州,长泰,十一月廿四,14,3,多云转晴,微风,,20221211,3540604,20221217
20221218,漳州,长泰,十一月廿五,16,7,晴转多云,微风,,20221211,3540604,20221218
20221219,漳州,长泰,十一月廿六,21,10,阴转多云,微风,,20221211,3540604,20221219
20221220,漳州,长泰,十一月廿七,24,12,阴转多云,微风,,20221211,3540604,20221220
20221221,漳州,长泰,十一月廿八,21,10,阴转多云,微风,,20221211,3540604,20221221
20221222,漳州,长泰,十一月廿九,21,11,晴,微风,,20221211,3540604,20221222
20221223,漳州,长泰,十二月初一,23,12,晴转多云,微风,,20221211,3540604,20221223
20221224,漳州,长泰,十二月初二,25,14,晴,微风,,20221211,3540604,20221224
20221225,漳州,长泰,十二月初三,25,13,阴转多云,微风,,20221211,3540604,20221225
20221226,漳州,长泰,十二月初四,19,12,,,,20221211,3540604,20221226
20221227,漳州,长泰,十二月初五,19,12,,,,20221211,3540604,20221227
20221228,漳州,长泰,十二月初六,19,12,,,,20221211,3540604,20221228
20221229,漳州,长泰,十二月初七,19,12,,,,20221211,3540604,20221229
20221230,漳州,长泰,十二月初八,19,12,,,,20221211,3540604,20221230
20221231,漳州,长泰,十二月初九,19,11,,,,20221211,3540604,20221231
20230101,漳州,长泰,十二月初十,18,11,,,,20221211,3540604,20230101
20230102,漳州,长泰,十二月十一,18,11,,,,20221211,3540604,20230102
20230103,漳州,长泰,十二月十二,19,11,,,,20221211,3540604,20230103
20230104,漳州,长泰,十二月十三,19,11,,,,20221211,3540604,20230104
20230105,漳州,长泰,十二月十四,18,11,,,,20221211,3540604,20230105
20230106,漳州,长泰,十二月十五,19,11,,,,20221211,3540604,20230106
20230107,漳州,长泰,十二月十六,18,11,,,,20221211,3540604,20230107
20230108,漳州,长泰,十二月十七,18,11,,,,20221211,3540604,20230108
20230109,漳州,长泰,十二月十八,18,11,,,,20221211,3540604,20230109
20230110,漳州,长泰,十二月十九,19,11,,,,20221211,3540604,20230110
20230111,漳州,长泰,十二月二十,19,11,,,,20221211,3540604,20230111
